0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.161000,0.113545,-0.003008,0.155861,0.058417,0.052199,0.160285,0.081915,-0.033758,-0.032787,-0.029212,-0.088955,-0.027583,0.145510,0.054381,0.011296,0.082492,0.075895,0.006833,0.179544,0.078290,0.164261,-0.005674,-0.252578,-0.050031,0.117251,0.063291,0.130743,-0.102031,0.061961,-0.055736,0.197338,-0.042274,-0.072076,0.018285,0.118534,-0.084653,0.145560,0.069538,0.032066,-0.116753,-0.033144,-0.087635,0.020008,-0.047152,-0.080324,0.023960,-0.050304,-0.151554,0.132496,-0.048996,0.003847,0.040010,0.035672,0.045178,-0.029141,-0.053643,0.017928,-0.002473,-0.050770,0.065968,0.013438,0.133200,0.085185
-0.098875,-0.063643,0.112199,0.093674,0.020739,0.177533,-0.002966,0.059606,0.019434,0.077331,-0.026285,-0.009848,-0.104350,0.027185,-0.171499,-0.004386,-0.127963,0.003031,0.064650,0.085695,-0.142893,0.098131,-0.016980,-0.107812,-0.139962,-0.142742,-0.107487,0.034638,0.031624,-0.032470,-0.130321,0.123087,0.165806,0.128503,-0.055840,-0.036230,-0.058284,-0.073998,-0.101899,0.072014,0.097918,0.110071,-0.133962,-0.097361,0.027278,-0.027513,-0.066737,-0.208819,-0.097064,0.025615,-0.021536,0.035695,0.032374,-0.060111,-0.039698,-0.021210,-0.013351,-0.054489,0.009431,0.087905,0.122176,0.039647,-0.029195,0.191017
0.045720,-0.092420,-0.018651,-0.072134,0.009473,0.050765,0.154822,-0.153205,0.030776,0.161668,-0.057441,-0.112453,-0.151034,-0.053119,-0.047914,-0.256239,-0.180299,-0.114704,0.144244,-0.027562,0.166167,-0.039774,-0.099673,-0.043170,-0.034703,0.005106,-0.047278,-0.047845,0.025586,0.005844,-0.132454,0.117122,0.006244,-0.057128,0.077723,0.126669,0.104651,-0.026226,0.121547,0.178972,0.086917,0.122470,0.037051,0.172242,-0.074246,-0.114689,-0.011513,0.011831,0.029715,0.094998,-0.000261,0.109390,-0.005704,-0.073675,-0.125851,0.061835,-0.113778,-0.027438,0.115433,-0.105664,-0.080307,0.051118,0.014212,-0.002825
-0.168126,0.196536,0.130270,-0.047853,0.085148,0.031224,0.045249,-0.061590,0.048374,-0.162431,0.159368,0.037605,0.285480,0.180683,0.180138,0.021737,0.136832,0.006999,0.088121,0.063094,0.141657,0.004564,0.084529,-0.079590,0.016258,0.062046,0.050424,0.164149,0.030847,-0.261387,0.134785,0.095126,0.019950,-0.001914,-0.059739,-0.155797,0.024038,-0.147674,-0.007833,-0.204546,0.007922,-0.005568,-0.036468,0.017151,-0.036157,-0.079092,0.034534,0.014673,-0.077924,0.011773,0.040372,-0.100443,0.010266,-0.094819,-0.023772,0.032713,0.010065,0.088529,-0.101455,-0.207910,-0.075053,-0.115447,-0.093188,-0.060660
0.102744,-0.093238,-0.027481,-0.032829,0.081998,-0.063399,-0.082879,0.016026,-0.080959,0.023420,0.080071,0.131503,0.063048,-0.133252,-0.094441,0.007528,-0.048938,0.068626,-0.036411,0.143576,0.110474,0.081106,0.008208,0.062168,-0.046561,0.124260,-0.262178,-0.051407,-0.016811,0.149753,0.196686,-0.209548,-0.053569,0.096888,-0.117566,-0.010070,0.154928,0.251724,-0.046241,-0.088101,-0.112553,0.086547,0.015740,0.114396,0.099682,0.012601,-0.138469,-0.071771,-0.161886,0.125071,0.229925,0.014322,-0.190666,0.176490,0.095956,-0.104735,0.132771,0.114961,-0.085422,0.110587,-0.132181,0.070400,0.110558,0.041078
0.078796,0.000564,0.042194,0.008171,0.106559,0.034152,0.037274,-0.016172,-0.000393,-0.102217,-0.211999,-0.007390,0.147983,-0.065202,-0.020865,-0.064133,0.057057,0.044805,-0.059060,0.051941,-0.109758,0.063425,0.002171,0.025947,-0.119872,0.019766,0.096583,-0.008100,-0.075908,-0.100034,-0.147810,-0.093622,0.149661,-0.161927,-0.042038,0.139874,-0.011611,-0.139435,-0.009931,-0.200843,0.002450,0.094536,-0.218039,0.121023,-0.148400,0.246265,-0.114693,0.041823,0.026536,-0.152209,0.150934,-0.156669,-0.126388,0.078627,0.089618,-0.131376,0.090337,-0.104504,-0.023731,-0.118867,0.130337,0.047905,-0.150407,-0.003390
0.016399,-0.241999,0.134641,-0.081634,0.191585,-0.010215,-0.067531,-0.002459,0.103057,-0.093822,-0.132205,-0.057141,0.056300,0.084638,-0.006455,-0.071575,-0.092413,0.019059,0.124441,-0.005286,0.172326,-0.232836,-0.024875,-0.059754,0.008757,-0.125782,-0.130558,-0.057517,0.010909,-0.055790,0.120548,0.215657,-0.022208,-0.232972,0.048098,0.055573,-0.019326,0.071626,-0.052329,-0.072935,-0.041915,0.059527,0.012985,0.118755,0.228842,0.126218,-0.075565,-0.084957,0.065542,-0.043096,0.060623,-0.215163,-0.077267,0.021167,-0.022808,-0.016897,-0.028708,0.059826,-0.102589,0.149151,-0.106081,0.151049,0.021340,-0.005008
0.057185,0.147239,-0.094167,-0.092106,-0.156217,-0.130432,-0.063779,-0.130446,0.042760,0.097470,0.056497,0.125752,-0.010606,0.062120,-0.129894,-0.059294,-0.009810,0.046605,0.020752,0.049942,-0.056579,-0.059582,-0.046067,-0.159649,0.074935,0.036120,-0.080892,-0.059996,-0.072993,-0.095083,0.217434,-0.070536,-0.010267,0.008192,-0.172541,-0.029755,0.133185,-0.078825,0.082491,0.019851,-0.132941,-0.007383,0.183427,-0.009069,0.083166,0.044329,0.152992,-0.098680,-0.079399,-0.114561,0.057824,-0.000536,-0.108644,0.107342,-0.148399,0.003014,-0.014487,-0.051420,-0.115487,0.002446,-0.162855,-0.146067,0.048122,-0.008637
-0.062348,0.221979,0.020942,-0.090191,0.018595,-0.139130,-0.040813,-0.045884,-0.222284,-0.052708,0.080588,0.044519,-0.098921,0.140929,0.130202,-0.103044,0.109996,-0.016461,0.035203,0.054791,-0.098509,0.075900,0.110418,0.155303,-0.051059,0.083039,0.004277,-0.093663,-0.001691,0.033215,-0.113327,-0.150448,-0.398755,-0.027066,0.032684,-0.073414,-0.121283,-0.051335,0.006051,0.097197,0.077047,-0.037017,0.096863,0.027911,0.114714,0.017576,0.005285,-0.063684,-0.086531,-0.160306,-0.018642,0.085909,-0.113551,0.064802,0.032670,0.099714,-0.037142,-0.031609,0.061932,-0.134247,0.050594,0.188774,0.032474,-0.053199
0.050077,0.113241,0.107201,-0.045348,0.053653,0.003164,-0.126269,-0.139576,0.075845,0.020784,-0.169425,-0.030323,0.030946,0.277529,-0.164993,0.001845,0.118649,0.096909,-0.094585,-0.208073,-0.107038,-0.106423,-0.000834,0.171196,0.018501,-0.107217,0.008466,-0.254447,-0.135084,0.041056,-0.188896,0.115848,0.087746,0.074380,0.086278,-0.006280,-0.078464,0.020109,-0.079160,0.155922,-0.010960,-0.089092,0.002779,0.052656,-0.018156,-0.051220,0.014494,-0.026546,-0.063233,-0.054366,-0.091404,0.088664,0.083855,0.004661,-0.004215,0.125260,0.085742,0.049033,0.070047,0.078974,0.089292,-0.088828,-0.133490,0.165230
0.011966,-0.055052,-0.034678,0.104315,0.015907,0.000837,-0.048395,0.128304,-0.025112,-0.082591,-0.017111,-0.168741,0.009220,0.054131,0.062466,-0.127109,-0.099319,0.018786,0.006916,0.002039,-0.007070,0.129565,-0.016632,-0.069417,0.018391,0.057539,-0.022959,0.031942,0.128097,-0.200171,0.032133,-0.033332,-0.133545,0.205448,0.018607,-0.017696,0.008591,0.099487,0.011787,0.201009,0.094883,0.082311,0.007410,-0.162206,0.026585,-0.005915,-0.022647,-0.036095,-0.143746,-0.009713,-0.155780,-0.134702,0.022143,-0.014554,0.071270,-0.107510,-0.103286,-0.057894,0.094658,-0.110670,-0.069958,0.018422,-0.008414,-0.014512
0.017906,0.160839,-0.051230,-0.105390,-0.108005,-0.111747,-0.030442,0.065505,0.058127,-0.061343,0.078199,0.061192,-0.036295,0.107260,-0.064329,0.062928,0.039290,-0.117870,0.004646,0.060245,0.002923,-0.017519,-0.117211,-0.004711,0.092189,-0.050537,0.014614,-0.003743,-0.040504,0.039403,-0.029941,0.038932,-0.016801,-0.007372,0.059838,-0.260781,-0.033305,-0.084993,0.154727,0.039805,-0.120216,0.235188,0.057860,0.138850,-0.070121,-0.034273,-0.084325,0.043793,0.058078,-0.057726,0.071363,-0.013530,-0.122669,-0.167610,0.082783,-0.099330,0.140016,-0.037150,0.101910,0.012439,0.039388,0.076019,-0.151442,-0.012553
0.111256,0.147707,-0.160851,-0.105543,0.120037,0.078420,0.051707,0.013494,-0.042454,-0.059141,0.028240,0.047555,-0.041060,0.179694,0.038107,0.013917,-0.013953,-0.040754,-0.119383,0.157992,-0.107805,0.025601,0.068684,0.163408,-0.059718,-0.173971,0.007406,-0.059145,-0.118774,-0.026175,0.090448,-0.182462,-0.048380,0.050420,0.098348,-0.032466,-0.022264,0.138583,-0.046767,-0.132791,0.072163,-0.019688,-0.034584,0.067150,-0.036000,0.202966,-0.111600,0.124055,0.003588,-0.083744,-0.225450,-0.039840,-0.027939,0.094022,-0.134824,-0.101470,0.083606,-0.086459,0.011407,-0.032766,-0.097718,0.001920,-0.231033,-0.161298
0.106778,-0.082666,-0.040375,0.033112,-0.061054,0.225500,0.060533,-0.079458,0.020340,-0.104593,0.171396,0.053201,0.076912,-0.102338,0.042691,-0.025334,0.107232,-0.045045,0.055414,-0.076328,-0.084562,-0.222265,0.054523,-0.039752,-0.039191,0.097825,0.093270,-0.065864,0.049657,0.127411,-0.015435,-0.142544,0.053288,0.020601,-0.062797,-0.120781,-0.000138,-0.019091,-0.060236,-0.037268,-0.111832,0.133647,-0.084267,-0.052794,-0.030083,-0.139169,-0.099834,-0.021312,0.042357,-0.176017,0.172070,-0.096057,-0.016116,0.199170,-0.012156,0.092851,-0.044768,0.088406,0.037670,-0.021740,0.095557,0.014028,0.051009,0.094167
0.102464,-0.166950,-0.128464,-0.051430,0.091636,-0.040940,0.087673,0.124571,0.089188,0.044405,-0.023291,0.172182,-0.132592,-0.019532,0.166810,0.048725,0.205245,-0.140529,0.024640,0.079756,0.137539,0.115463,-0.029442,0.070545,0.021878,0.114401,0.179842,0.081267,-0.137586,-0.014394,-0.167789,-0.001092,0.116754,-0.052665,0.188124,-0.049578,-0.025886,-0.022275,0.023773,-0.038600,0.035811,-0.043985,0.111095,-0.097641,-0.012200,-0.082065,0.024378,0.114629,-0.000742,-0.060889,0.153121,-0.233792,-0.165720,-0.037777,0.079009,0.099678,0.082560,-0.059904,-0.083230,0.063609,-0.043296,0.012008,0.037515,-0.012291
0.012470,0.014178,-0.049179,-0.038484,-0.027443,-0.011423,-0.052988,-0.080227,-0.048592,0.192449,0.145163,0.070000,-0.036545,0.034516,0.000778,0.038575,-0.061063,0.031239,-0.012218,-0.048958,0.152794,-0.008687,0.055067,-0.011698,0.190240,-0.057457,0.123886,-0.084154,-0.151680,-0.005844,-0.070140,0.105574,-0.082659,-0.072801,0.072229,0.138710,0.119830,-0.013017,0.058608,0.069291,-0.090496,0.056833,-0.049106,0.010068,-0.020141,-0.017008,-0.110322,0.074380,-0.147913,0.051286,0.001544,0.289836,-0.006282,-0.008467,-0.097907,-0.155699,0.078227,0.022993,-0.010805,0.215767,-0.082377,0.072866,-0.169715,-0.034905
0.119519,0.084284,-0.187796,-0.050752,-0.095373,0.057168,-0.252871,-0.106184,-0.221981,-0.030975,0.036525,0.108760,-0.076054,-0.135574,-0.111133,0.009787,0.041465,0.055098,0.111902,-0.008245,0.082271,-0.073166,-0.005551,-0.028777,-0.033216,0.064091,-0.010065,-0.136156,-0.011851,0.041159,-0.161045,-0.214566,0.065500,-0.063080,0.019201,0.000765,-0.008704,-0.092814,0.144990,-0.031773,0.077194,-0.025700,-0.057587,-0.062731,-0.225682,-0.007693,0.011012,0.157575,-0.048601,-0.047220,0.176006,-0.071098,0.112895,0.137757,-0.105135,-0.198352,-0.068621,0.063811,-0.009083,-0.135449,0.050633,0.052860,-0.054370,0.092795
0.144841,0.139673,-0.004597,-0.106441,0.077256,0.238689,0.163996,-0.050374,0.051159,-0.037207,-0.050868,-0.077793,0.007684,0.165873,-0.091830,0.161143,0.260494,0.055272,0.199907,-0.103591,0.058743,0.136027,0.161666,-0.053030,-0.017583,0.165144,0.051875,0.005597,-0.111070,0.182767,-0.004300,-0.007386,-0.058569,-0.038212,-0.060768,0.041589,0.044458,-0.012554,-0.040766,-0.037001,-0.005874,-0.006420,0.053679,0.099694,-0.023260,0.037895,-0.078616,-0.204121,-0.114896,-0.064882,-0.007780,-0.121422,0.049108,-0.038146,0.098717,0.017892,-0.140044,0.155895,0.044285,-0.127117,0.147476,-0.086744,-0.184360,0.086579
