-0.060548,-0.014844,-0.097224,-0.006765,-0.098903,0.141033,-0.102752,0.006877,0.207266,-0.056344,0.112588,0.043052,0.100380,0.076328,0.042095,-0.078583,-0.212183,-0.096870,-0.015077,-0.036532,-0.091688,-0.120095,0.172651,-0.068400,0.176864,-0.043249,-0.020211,0.077218,0.149193,0.095568,0.019644,0.056051,-0.111469,-0.066883,0.004539,0.169875,-0.032758,-0.255447,0.155746,-0.071271,0.010403,0.051301,-0.000049,0.093842,-0.073478,-0.007325,-0.138987,0.203825,-0.052581,0.030442,-0.074011,-0.004635,-0.010668,0.032483,0.033259,-0.097680,0.078207,-0.033116,0.131432,0.108818,0.038541,0.050836,0.060760,-0.140650
0.063891,0.084603,0.199130,0.043627,-0.049130,-0.177441,-0.009560,0.043205,0.048607,0.050386,-0.263640,0.038432,-0.034729,0.083362,0.118486,0.294109,0.224392,0.034968,0.118540,-0.062076,0.012524,-0.009356,-0.006238,0.100127,-0.044720,0.005260,0.029566,0.078607,-0.098408,0.114448,-0.025120,-0.022372,0.048476,0.013478,0.063441,0.094948,0.022791,0.106603,-0.156822,-0.140309,-0.081979,0.139893,0.131966,-0.104388,-0.024913,-0.050049,-0.194652,-0.063557,0.005960,0.031919,-0.076640,0.041167,0.153314,-0.192384,-0.023555,0.088909,-0.027312,0.121436,-0.061150,-0.079252,0.087176,-0.032471,0.062637,-0.088674
0.150087,-0.008975,0.131127,-0.084690,-0.146204,-0.052587,-0.217346,-0.154839,-0.097290,-0.027748,-0.014057,-0.044621,-0.148151,0.024429,0.105156,0.060121,-0.072574,0.023607,0.063865,-0.196754,0.086934,0.040573,-0.032691,-0.077775,-0.045687,0.098840,-0.005667,0.024242,0.094350,-0.138431,0.075880,0.209969,0.109193,0.154479,0.131037,-0.047084,0.107564,-0.056863,-0.156334,0.025078,0.071017,0.035276,0.118683,0.138792,0.037824,0.037090,0.042224,0.036494,0.101381,0.127031,0.044498,-0.095762,0.091557,-0.094796,0.077788,-0.039294,0.232503,-0.029913,0.052613,-0.099141,-0.044038,-0.085072,0.046088,0.113635
0.273547,0.088767,-0.065572,-0.034293,-0.161297,-0.156610,-0.015898,0.073180,0.069317,-0.041927,-0.025388,0.069550,0.020447,0.058201,-0.034209,-0.036897,-0.130343,0.050856,0.169738,0.218494,-0.118459,-0.146469,-0.128232,0.107683,-0.142480,-0.132140,-0.187829,0.020373,0.062803,0.017227,0.088486,0.117802,-0.033916,-0.042113,0.170859,-0.079531,0.090657,0.040579,-0.052506,0.066253,0.003698,0.131190,0.100583,-0.059895,-0.014911,-0.195235,-0.122095,0.009061,-0.044439,0.147878,0.100436,0.146027,0.173474,0.016198,-0.057073,0.089035,0.167237,0.085195,0.087870,0.041221,0.099534,0.080631,0.170852,0.006546
0.027688,0.023172,0.002946,0.150723,0.219435,0.101184,-0.090160,0.151306,-0.006723,0.003398,-0.097780,-0.025139,-0.099048,-0.109596,0.042644,0.004516,0.170727,0.023566,-0.051288,-0.013282,-0.086706,-0.018019,-0.217530,-0.112493,-0.044664,0.027857,0.053674,-0.047223,-0.030121,-0.052185,-0.084032,0.105627,-0.010344,-0.042696,-0.018323,-0.078135,0.005630,0.068787,0.097162,0.045936,0.022223,-0.019186,0.030557,0.051253,-0.057471,-0.056781,0.101073,0.002832,-0.108832,0.097025,-0.024529,0.089451,0.105748,-0.174300,-0.061905,0.101355,0.069324,-0.003485,-0.060227,-0.135309,0.012169,0.147388,0.024283,-0.086511
0.016307,0.024679,0.134069,-0.031401,0.141477,0.011062,-0.170263,-0.111846,0.113193,0.339574,-0.064326,0.047264,0.124754,-0.148679,0.159867,-0.090761,-0.044557,0.052159,0.022270,-0.112415,0.070321,0.076541,0.084887,-0.100301,-0.029464,0.022776,-0.049870,-0.087632,-0.074890,-0.155775,0.063007,-0.035838,0.214628,-0.014282,0.028593,-0.016025,-0.037550,-0.045300,-0.094045,0.004200,0.038177,0.057321,-0.103988,0.067980,0.145214,-0.055820,-0.095755,0.082280,0.043703,0.105904,0.020501,0.036748,0.051784,0.005611,-0.083332,-0.005347,-0.070120,-0.052721,-0.026401,-0.011072,-0.130914,-0.029023,-0.235479,-0.043736
-0.009828,-0.113254,0.138371,0.096499,-0.166688,-0.120347,-0.077685,0.166615,-0.150878,-0.216207,0.014540,0.099127,-0.074981,-0.042200,-0.079630,-0.019480,0.116589,-0.041011,0.081704,-0.125288,-0.150005,-0.075894,0.035477,-0.072546,0.163069,-0.099093,0.129152,-0.065399,-0.101742,0.145650,0.189516,0.043777,0.056280,0.018860,-0.137962,0.105651,0.182822,0.127738,0.103935,-0.113094,0.157613,0.051022,-0.041286,-0.104780,0.021617,0.013839,-0.028550,-0.058719,0.145716,0.029006,-0.027947,-0.026346,0.074819,-0.060011,0.061374,0.089456,-0.000733,-0.053314,-0.143350,-0.138469,0.003807,0.011799,0.048614,-0.147250
0.079439,0.206600,-0.029507,-0.130148,0.078294,0.066997,-0.006648,-0.223738,0.084050,0.027413,-0.051512,-0.059298,-0.022392,0.094533,-0.082797,-0.095868,0.066669,0.221439,0.082013,-0.103547,-0.103343,-0.021047,0.116540,-0.141882,-0.070242,-0.053661,-0.125098,0.052732,0.154284,-0.034371,0.033588,-0.034886,-0.041999,0.103791,-0.107985,-0.138479,0.005487,0.143861,0.151728,0.211720,-0.018558,-0.152183,-0.084788,-0.145710,-0.044610,0.120099,0.099508,0.112673,-0.236530,0.159087,0.041353,0.039756,0.140493,-0.080878,-0.036875,-0.067015,0.025851,-0.087907,0.040133,-0.139547,-0.037034,-0.007841,0.080606,0.112059
-0.003374,-0.123955,-0.086993,0.097986,-0.040651,0.072113,0.018843,-0.060407,-0.175573,-0.154351,0.015874,-0.008316,0.024523,-0.118464,0.198861,-0.028512,0.093825,-0.045380,0.039305,-0.130676,0.052913,0.097944,0.103685,0.022583,-0.005932,-0.000143,-0.081776,-0.007374,0.027322,-0.151548,0.038973,0.102551,0.083979,0.112137,-0.011346,0.015584,0.095420,0.001509,0.011083,-0.189977,0.000824,0.053672,0.103235,-0.002504,-0.083806,0.014927,0.052789,0.029427,-0.100070,0.022466,-0.198951,0.061739,0.029674,0.105457,0.056941,0.134251,0.078893,-0.043094,-0.007338,0.086823,0.079178,0.191801,0.047241,0.109183
-0.094904,-0.047020,0.074087,-0.001368,0.031174,-0.165679,-0.185057,0.003682,0.101183,0.173743,-0.125116,0.015667,-0.064168,-0.025350,0.066791,0.025995,0.001502,0.016003,0.077523,-0.062729,-0.132122,-0.081371,-0.067295,-0.089199,0.231655,-0.034575,-0.062116,-0.109729,-0.053701,-0.039792,0.096789,-0.241848,-0.092407,-0.047386,0.081435,0.046656,-0.091319,0.064372,-0.032900,0.100881,0.163026,0.048040,-0.171981,-0.161073,0.144007,-0.148901,-0.081341,-0.147187,-0.001849,0.006926,0.164169,-0.240970,0.014045,0.111330,0.061026,-0.042036,0.042675,0.021366,-0.141177,-0.039625,0.219339,0.088059,0.087661,0.062654
