-0.081521,0.111637,-0.179826,-0.034572,0.161013,0.059833,0.561846,-0.257011,0.032997,0.244927,0.217050,-0.114268,-0.010507,-0.197938,0.307085,-0.128792
0.283041,0.089269,0.349948,-0.063938,-0.147428,0.309860,0.007658,-0.310862,0.100428,0.373916,0.207379,-0.129467,0.516316,-0.153090,-0.209936,0.240567
-0.011694,0.056002,0.117349,0.100234,-0.083141,-0.091856,-0.106412,-0.314639,0.128479,0.127209,0.355636,0.023649,0.316308,0.138965,-0.272284,-0.090620
0.269146,-0.154651,0.064364,-0.402594,0.459770,0.163617,0.053910,0.011333,0.096409,0.668367,0.339776,0.225112,-0.068602,0.397951,0.082043,0.257120
0.154265,-0.110896,-0.037406,0.314872,-0.054176,0.140033,0.195817,-0.095477,-0.131324,0.257361,0.002008,-0.113086,0.113821,0.155462,-0.176164,-0.087859
0.218309,0.036858,-0.085002,-0.000120,-0.102347,-0.201125,0.249143,-0.285785,0.353256,-0.278370,0.320973,0.156442,0.057714,0.028682,-0.179103,-0.140681
-0.044438,0.209666,-0.252850,0.197950,-0.162036,-0.080050,0.447493,-0.113778,0.095624,-0.028946,-0.335893,0.280710,-0.028020,0.043840,-0.158134,0.348153
-0.056835,-0.177951,0.122424,-0.233855,-0.000892,0.015841,-0.132536,0.121212,0.024284,-0.043266,-0.007565,-0.025907,-0.626588,-0.036408,0.053456,-0.279148
-0.323244,0.049133,-0.021725,-0.156181,0.394888,0.081814,0.158859,-0.082555,0.179276,-0.053524,-0.296088,0.232595,0.076323,0.185512,-0.442848,-0.362517
-0.076451,-0.366518,0.069576,-0.015974,-0.065821,-0.007850,-0.155234,-0.056067,-0.470749,0.169804,-0.349321,0.022999,0.321636,0.027446,0.025779,0.216182
0.061735,0.051729,0.222458,-0.077360,-0.017073,-0.060782,-0.172582,-0.477900,0.109536,-0.301576,0.072125,-0.138278,0.328967,-0.291303,0.221910,-0.358520
0.197764,-0.098859,0.125536,0.206809,-0.205256,0.130861,0.047701,0.011286,0.012801,-0.005722,0.045560,-0.368506,-0.323886,-0.135580,0.003789,-0.177107
-0.072069,-0.075842,-0.029418,0.136481,-0.099099,-0.200348,-0.016586,-0.159462,0.081838,0.192719,0.026969,-0.193715,-0.007327,-0.267012,-0.257859,-0.034694
0.111735,0.122335,-0.414113,-0.325147,-0.200066,-0.177554,-0.303215,-0.000772,0.005679,-0.157643,0.045118,-0.100843,-0.115571,-0.180139,0.071989,-0.175889
-0.002182,-0.285571,-0.589103,-0.181918,-0.100188,-0.081122,0.150999,-0.063645,-0.036656,-0.286118,0.165405,-0.226709,0.301071,0.227592,0.248013,-0.075309
-0.076035,-0.094059,0.108779,0.316136,-0.029449,-0.079004,0.235328,0.007485,0.090423,-0.152893,0.472339,-0.063117,-0.022312,0.009460,-0.124156,-0.009487
-0.232748,0.272906,0.212308,0.127462,-0.233510,0.031903,0.037427,-0.003052,0.101979,-0.462799,-0.248670,0.140859,0.082338,0.181091,-0.094373,0.296964
0.141668,0.107522,0.240193,0.061092,-0.184676,-0.071144,0.066270,-0.056845,0.219029,0.388426,0.054952,-0.109037,-0.095916,0.260941,-0.038168,0.105576
-0.044362,-0.299222,-0.300100,0.099111,0.144009,-0.141992,-0.027572,0.168073,-0.017800,-0.075784,0.259130,0.100794,0.255879,-0.083808,-0.077865,0.384722
-0.114109,-0.012503,0.461517,-0.212638,0.052509,0.034080,0.197294,-0.198364,-0.248743,-0.052511,0.244197,-0.222141,-0.484783,-0.203246,0.091078,-0.066956
