0.175881,0.079165,-0.180447,-0.056459,0.096616,0.126172,-0.220347,0.164952,0.196449,0.228621,0.118937,-0.062609,0.155813,-0.008513,0.131929,0.041580,-0.041057,0.013121,0.155136,-0.025027,0.037472,0.090368,0.370126,0.006645,0.026680,0.154374,-0.277572,-0.180767,0.227227,-0.107862,-0.114491,-0.001858
0.190172,0.094102,0.386097,-0.236450,-0.209940,-0.010225,-0.157110,-0.009123,0.125068,0.221934,0.203158,0.076188,-0.093061,-0.022881,-0.167319,0.201634,0.011647,0.054952,-0.304993,0.003260,0.049479,0.011068,0.156027,-0.033557,0.218469,-0.298508,0.021717,0.231153,-0.154770,0.095235,-0.196078,0.012670
-0.039170,-0.180406,-0.231746,0.299107,0.042174,0.008314,-0.204027,0.044756,-0.016484,-0.080348,0.285265,0.123890,-0.027659,0.052895,0.230531,-0.051651,-0.033234,-0.139170,0.057085,-0.029309,0.214703,0.167830,-0.036768,-0.013589,0.158969,-0.097431,-0.190275,-0.029470,0.000010,0.267675,0.163423,-0.021390
-0.060409,-0.068723,-0.166747,0.316138,0.014408,-0.190019,0.104157,-0.115290,-0.065072,-0.035896,0.158586,0.213473,-0.189222,-0.008933,0.019071,0.005175,-0.034738,0.019817,-0.149284,0.080302,-0.012875,0.043131,-0.041497,0.112588,0.045317,-0.076641,0.036741,-0.124081,-0.056482,-0.198731,0.276743,0.288467
0.022248,-0.061150,0.152099,-0.052580,0.212017,0.075903,0.418388,-0.076344,-0.132790,-0.059818,0.127986,0.026073,-0.004898,0.212547,0.150283,-0.124610,0.098824,0.188790,0.082635,-0.061652,-0.136759,-0.122403,-0.018635,-0.181671,-0.189740,-0.004651,0.058490,-0.135005,-0.160539,-0.022210,-0.269391,-0.227760
0.075307,-0.096488,0.154859,-0.252402,-0.045103,0.097348,-0.235410,-0.068306,-0.144026,-0.019688,-0.116182,0.212198,0.248057,-0.211784,0.038341,-0.118981,0.057574,0.007512,0.042001,-0.265805,0.017105,0.077107,0.047608,-0.027543,0.141095,0.073980,0.135524,0.303324,-0.218195,0.267985,0.035329,0.004031
-0.117388,0.062548,-0.019377,-0.000316,0.044325,-0.049512,-0.043354,-0.041366,-0.189672,0.083851,-0.026991,-0.168586,0.034354,-0.002699,0.100732,0.046549,0.220384,0.014087,0.049699,-0.198858,-0.033292,0.212386,-0.109419,0.187869,0.059035,0.017890,0.043612,0.017600,0.005170,0.023587,-0.149365,-0.000549
-0.001442,0.010184,-0.140344,-0.283977,0.076349,0.049241,0.137837,0.040206,0.112180,0.072219,0.037586,-0.006252,0.009671,0.155584,-0.086125,-0.006529,0.300642,-0.023464,-0.207977,0.014549,0.071855,0.061228,0.054968,0.011389,-0.396601,-0.127579,-0.088866,0.069507,-0.011821,-0.203466,0.020216,-0.103282
-0.059926,-0.032798,0.088134,-0.315494,-0.058899,0.224406,0.032832,0.085989,0.073682,0.148047,-0.104503,-0.037200,-0.060641,0.222347,-0.030342,-0.091385,0.045456,0.039555,0.110693,0.121063,-0.302804,0.055589,-0.042220,-0.089142,-0.177436,0.036167,-0.336862,0.077396,0.059962,-0.006897,-0.048895,0.237300
0.216445,-0.091478,0.024062,-0.120760,0.154013,0.018567,-0.208728,0.154977,0.087849,0.082560,-0.030289,-0.020018,-0.188978,-0.074602,-0.232147,0.139141,-0.050213,-0.086877,-0.041248,-0.121601,-0.032304,-0.186350,-0.019651,-0.127919,0.121524,-0.113790,0.198451,-0.019173,-0.172921,-0.204057,0.271768,0.225872
-0.164525,-0.004898,0.009687,-0.020596,0.040127,0.203517,-0.093634,0.055702,0.020418,0.067451,0.053542,-0.070935,-0.168673,-0.060932,0.141791,-0.236815,-0.035772,0.119910,-0.060056,-0.001505,0.256577,-0.066625,0.064930,0.180910,-0.193535,-0.222229,-0.082993,0.192570,-0.024041,-0.045850,0.130998,-0.080326
0.136017,-0.036510,0.083371,0.417121,0.167377,0.087360,-0.093282,0.157350,-0.020630,0.052134,0.174354,-0.024763,-0.196657,-0.004147,0.273620,0.048801,-0.143969,0.146418,-0.160879,-0.026470,-0.055492,0.098802,-0.110898,0.256381,-0.000979,-0.071437,-0.055992,-0.144547,0.088568,-0.074669,0.260071,0.250002
